host,dopant,content,T10,T50,T90,Width,Sharpness,Tp,Selected,Description
GST,"Ni,ZnO","1%,4%",66.63345951440061,207.5911410001708,324.8812538271978,258.24779431279717,7.879882688504912,324.5645645645646,False,"GST doped with Ni at 1%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and ZnO at 4%. Zn (Zinc): Period 4, Z=30, M=65.38, Block d, Ox.states [2], Ionic radius: 60.0 pm, charge=2, coord=IV, EN: 1.65; O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"Ni,ZnO","2%,3%",68.02173847647988,170.65358097864785,297.9839457282404,229.96220725176056,6.824497247094833,304.8048048048048,False,"GST doped with Ni at 2%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and ZnO at 3%. Zn (Zinc): Period 4, Z=30, M=65.38, Block d, Ox.states [2], Ionic radius: 60.0 pm, charge=2, coord=IV, EN: 1.65; O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"Ni,ZnO","3%,2%",69.12219303422984,201.7725037541061,325.7922566029569,256.6700635687271,6.009521415186059,327.92792792792795,False,"GST doped with Ni at 3%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and ZnO at 2%. Zn (Zinc): Period 4, Z=30, M=65.38, Block d, Ox.states [2], Ionic radius: 60.0 pm, charge=2, coord=IV, EN: 1.65; O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"Ni,ZnO","4%,1%",202.43003758367152,336.07125743567093,336.2833205562037,133.85328297253218,5.799469241566772,335.4954954954955,False,"GST doped with Ni at 4%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and ZnO at 1%. Zn (Zinc): Period 4, Z=30, M=65.38, Block d, Ox.states [2], Ionic radius: 60.0 pm, charge=2, coord=IV, EN: 1.65; O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"Ni,SiO2","1%,1%",152.52627024443967,173.80490315151317,174.0042238735463,21.477953629106622,6.448587442338717,171.53153153153153,True,"GST doped with Ni at 1%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and SiO2 at 1%. Si (Silicon): Period 3, Z=14, M=28.09, Block p, Ox.states [-4,4], Ionic radius: 26.0 pm, charge=4, coord=IV, EN: 1.9; O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"Ni,SiO2","1%,4%",152.90253130750006,337.7657801359403,337.9675704416029,185.06503913410285,7.044217145565449,335.4954954954955,False,"GST doped with Ni at 1%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and SiO2 at 4%. Si (Silicon): Period 3, Z=14, M=28.09, Block p, Ox.states [-4,4], Ionic radius: 26.0 pm, charge=4, coord=IV, EN: 1.9; O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"Ni,SiO2","2%,3%",152.92930516934288,336.0620451148951,336.28147809204853,183.35217292270565,6.323665816467885,335.4954954954955,False,"GST doped with Ni at 2%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and SiO2 at 3%. Si (Silicon): Period 3, Z=14, M=28.09, Block p, Ox.states [-4,4], Ionic radius: 26.0 pm, charge=4, coord=IV, EN: 1.9; O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"Ni,SiO2","3%,2%",191.6921763515851,336.07981722690175,336.2850325144498,144.59285616286473,5.799721627809497,201.80180180180182,False,"GST doped with Ni at 3%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and SiO2 at 2%. Si (Silicon): Period 3, Z=14, M=28.09, Block p, Ox.states [-4,4], Ionic radius: 26.0 pm, charge=4, coord=IV, EN: 1.9; O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"Ni,SiO2","4%,1%",202.82272121922537,338.6062906746763,338.80834522202275,135.98562400279738,7.787289783152003,335.4954954954955,False,"GST doped with Ni at 4%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and SiO2 at 1%. Si (Silicon): Period 3, Z=14, M=28.09, Block p, Ox.states [-4,4], Ionic radius: 26.0 pm, charge=4, coord=IV, EN: 1.9; O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"Ni,Al2O3","1%,1%",149.22437485499637,330.5950595245239,330.8157086016019,181.59133374660553,6.257610820759233,170.2702702702703,False,"GST doped with Ni at 1%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and Al2O3 at 1%. Al (Aluminum): Period 3, Z=13, M=26.98, Block p, Ox.states [3], Ionic radius: 39.0 pm, charge=3, coord=IV, EN: 1.61; O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"Ni,Al2O3","1%,4%",153.20879042385255,330.6191415833479,330.8205250133667,177.61173458951416,5.926688279876229,343.4834834834835,False,"GST doped with Ni at 1%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and Al2O3 at 4%. Al (Aluminum): Period 3, Z=13, M=26.98, Block p, Ox.states [3], Ionic radius: 39.0 pm, charge=3, coord=IV, EN: 1.61; O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"Ni,Al2O3","2%,3%",153.33382554255306,330.61772592968674,330.82024188263443,177.48641634008138,7.035891196448404,322.04204204204206,False,"GST doped with Ni at 2%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and Al2O3 at 3%. Al (Aluminum): Period 3, Z=13, M=26.98, Block p, Ox.states [3], Ionic radius: 39.0 pm, charge=3, coord=IV, EN: 1.61; O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"Ni,Al2O3","3%,2%",191.68703516976234,331.45545181368516,331.6604597321068,139.97342456234446,5.981989555954433,335.4954954954955,False,"GST doped with Ni at 3%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and Al2O3 at 2%. Al (Aluminum): Period 3, Z=13, M=26.98, Block p, Ox.states [3], Ionic radius: 39.0 pm, charge=3, coord=IV, EN: 1.61; O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"Ni,Al2O3","4%,1%",202.95049489329622,336.07231244199875,336.28353155746925,133.33303666417302,5.762037615313686,335.4954954954955,False,"GST doped with Ni at 4%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and Al2O3 at 1%. Al (Aluminum): Period 3, Z=13, M=26.98, Block p, Ox.states [3], Ionic radius: 39.0 pm, charge=3, coord=IV, EN: 1.61; O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"Ni,In2Se3","1%,1%",201.6172330356523,336.0851553823823,336.28610014554596,134.66886710989365,6.799221755597639,343.06306306306305,False,"GST doped with Ni at 1%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and In2Se3 at 1%. In (Indium): Period 5, Z=49, M=114.82, Block p, Ox.states [3], Ionic radius: 80.0 pm, charge=3, coord=VI, EN: 1.78; Se (Selenium): Period 4, Z=34, M=78.97, Block p, Ox.states [-2,2,4,6], Ionic radius: 28.000000000000004 pm, charge=6, coord=IV, EN: 2.55 (resistance)"
GST,"Ni,In2Se3","1%,4%",201.67294052743094,338.60894937494965,338.8088769620774,137.13593643464648,6.843884088912315,343.06306306306305,False,"GST doped with Ni at 1%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and In2Se3 at 4%. In (Indium): Period 5, Z=49, M=114.82, Block p, Ox.states [3], Ionic radius: 80.0 pm, charge=3, coord=VI, EN: 1.78; Se (Selenium): Period 4, Z=34, M=78.97, Block p, Ox.states [-2,2,4,6], Ionic radius: 28.000000000000004 pm, charge=6, coord=IV, EN: 2.55 (resistance)"
GST,"Ni,In2Se3","2%,3%",187.41788112331764,336.0854404612756,336.2861571613246,148.86827603800694,5.333543007684209,343.06306306306305,False,"GST doped with Ni at 2%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and In2Se3 at 3%. In (Indium): Period 5, Z=49, M=114.82, Block p, Ox.states [3], Ionic radius: 80.0 pm, charge=3, coord=VI, EN: 1.78; Se (Selenium): Period 4, Z=34, M=78.97, Block p, Ox.states [-2,2,4,6], Ionic radius: 28.000000000000004 pm, charge=6, coord=IV, EN: 2.55 (resistance)"
GST,"Ni,In2Se3","3%,2%",191.5254561078098,201.97339885489507,202.1724575487572,10.647001440947406,6.319368096214646,200.96096096096096,True,"GST doped with Ni at 3%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and In2Se3 at 2%. In (Indium): Period 5, Z=49, M=114.82, Block p, Ox.states [3], Ionic radius: 80.0 pm, charge=3, coord=VI, EN: 1.78; Se (Selenium): Period 4, Z=34, M=78.97, Block p, Ox.states [-2,2,4,6], Ionic radius: 28.000000000000004 pm, charge=6, coord=IV, EN: 2.55 (resistance)"
GST,"Ni,In2Se3","4%,1%",201.894019125278,338.60909551372686,338.80890618983284,136.91488706455485,7.234293182532855,335.4954954954955,False,"GST doped with Ni at 4%. Ni (Nickel): Period 4, Z=28, M=58.69, Block d, Ox.states [2], Ionic radius: 69.0 pm, charge=2, coord=VI, EN: 1.91 and In2Se3 at 1%. In (Indium): Period 5, Z=49, M=114.82, Block p, Ox.states [3], Ionic radius: 80.0 pm, charge=3, coord=VI, EN: 1.78; Se (Selenium): Period 4, Z=34, M=78.97, Block p, Ox.states [-2,2,4,6], Ionic radius: 28.000000000000004 pm, charge=6, coord=IV, EN: 2.55 (resistance)"
GST,"W,Ti","1%,1%",149.4286809872575,155.72302674130955,155.92538612904312,6.496705141785611,7.676716622680589,155.55555555555557,True,"GST doped with W at 1%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Ti at 1%. Ti (Titanium): Period 4, Z=22, M=47.87, Block d, Ox.states [4], Ionic radius: 67.0 pm, charge=3, coord=VI, EN: 1.54 (resistance)"
GST,"W,Ti","1%,4%",149.46172249204997,161.60638073474595,161.8107656364391,12.349043144389128,7.697267733727539,161.44144144144144,True,"GST doped with W at 1%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Ti at 4%. Ti (Titanium): Period 4, Z=22, M=47.87, Block d, Ox.states [4], Ionic radius: 67.0 pm, charge=3, coord=VI, EN: 1.54 (resistance)"
GST,"W,Ti","2%,3%",149.52504997694277,162.44708876473425,162.65157991510944,13.12652993816667,8.020096135498937,169.00900900900902,True,"GST doped with W at 2%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Ti at 3%. Ti (Titanium): Period 4, Z=22, M=47.87, Block d, Ox.states [4], Ionic radius: 67.0 pm, charge=3, coord=VI, EN: 1.54 (resistance)"
GST,"W,Ti","3%,2%",179.24551261793042,328.50985517324904,328.71698604966525,149.47147343173484,7.183219168930064,330.4504504504505,False,"GST doped with W at 3%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Ti at 2%. Ti (Titanium): Period 4, Z=22, M=47.87, Block d, Ox.states [4], Ionic radius: 67.0 pm, charge=3, coord=VI, EN: 1.54 (resistance)"
GST,"W,Ti","4%,1%",202.68928899904444,332.2671478210746,332.49547160625747,129.80618260721303,8.027775351060757,338.4384384384384,False,"GST doped with W at 4%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Ti at 1%. Ti (Titanium): Period 4, Z=22, M=47.87, Block d, Ox.states [4], Ionic radius: 67.0 pm, charge=3, coord=VI, EN: 1.54 (resistance)"
GST,"W,Cu","1%,1%",134.51246610861617,151.52525908589394,151.7224692345966,17.21000312598042,8.506697981077204,151.77177177177177,True,"GST doped with W at 1%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Cu at 1%. Cu (Copper): Period 4, Z=29, M=63.55, Block d, Ox.states [2], Ionic radius: 56.99999999999999 pm, charge=2, coord=IVSQ, EN: 1.9 (resistance)"
GST,"W,Cu","1%,4%",134.24935135819223,151.52659984821253,151.7227373870603,17.473386028868077,8.530543094762178,151.77177177177177,True,"GST doped with W at 1%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Cu at 4%. Cu (Copper): Period 4, Z=29, M=63.55, Block d, Ox.states [2], Ionic radius: 56.99999999999999 pm, charge=2, coord=IVSQ, EN: 1.9 (resistance)"
GST,"W,Cu","2%,3%",120.71044069479618,151.5140479742884,151.7202270122755,31.009786317479325,7.994721161327991,151.77177177177177,False,"GST doped with W at 2%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Cu at 3%. Cu (Copper): Period 4, Z=29, M=63.55, Block d, Ox.states [2], Ionic radius: 56.99999999999999 pm, charge=2, coord=IVSQ, EN: 1.9 (resistance)"
GST,"W,Cu","3%,2%",129.03496785736712,181.7675621803858,181.98714606971123,52.95217821234411,7.816484642327634,182.46246246246247,False,"GST doped with W at 3%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Cu at 2%. Cu (Copper): Period 4, Z=29, M=63.55, Block d, Ox.states [2], Ionic radius: 56.99999999999999 pm, charge=2, coord=IVSQ, EN: 1.9 (resistance)"
GST,"W,Cu","4%,1%",130.1833283721882,332.27588025307676,332.4972180926579,202.31388972046966,8.944553475365181,330.4504504504505,False,"GST doped with W at 4%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Cu at 1%. Cu (Copper): Period 4, Z=29, M=63.55, Block d, Ox.states [2], Ionic radius: 56.99999999999999 pm, charge=2, coord=IVSQ, EN: 1.9 (resistance)"
GST,"W,Zn","1%,1%",127.28911712643196,151.52859580652108,151.723136578722,24.434019452290045,10.877091763310467,151.77177177177177,True,"GST doped with W at 1%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Zn at 1%. Zn (Zinc): Period 4, Z=30, M=65.38, Block d, Ox.states [2], Ionic radius: 60.0 pm, charge=2, coord=IV, EN: 1.65 (resistance)"
GST,"W,Zn","1%,4%",127.26174858700686,151.5300533730257,151.72342809202294,24.46167950501608,10.940878128875493,151.77177177177177,True,"GST doped with W at 1%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Zn at 4%. Zn (Zinc): Period 4, Z=30, M=65.38, Block d, Ox.states [2], Ionic radius: 60.0 pm, charge=2, coord=IV, EN: 1.65 (resistance)"
GST,"W,Zn","2%,3%",127.3955710143141,152.3496131971863,152.56001272952778,25.164441715213684,11.206448895942282,152.61261261261262,True,"GST doped with W at 2%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Zn at 3%. Zn (Zinc): Period 4, Z=30, M=65.38, Block d, Ox.states [2], Ionic radius: 60.0 pm, charge=2, coord=IV, EN: 1.65 (resistance)"
GST,"W,Zn","3%,2%",111.79858994066205,180.50598067406375,180.72582075943782,68.92723081877577,12.541975937561746,180.36036036036037,False,"GST doped with W at 3%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Zn at 2%. Zn (Zinc): Period 4, Z=30, M=65.38, Block d, Ox.states [2], Ionic radius: 60.0 pm, charge=2, coord=IV, EN: 1.65 (resistance)"
GST,"W,Zn","4%,1%",127.29987665494708,332.28954944644306,332.4999519313311,205.20007527638404,14.050784894613782,345.1651651651652,False,"GST doped with W at 4%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Zn at 1%. Zn (Zinc): Period 4, Z=30, M=65.38, Block d, Ox.states [2], Ionic radius: 60.0 pm, charge=2, coord=IV, EN: 1.65 (resistance)"
GST,"W,Al","1%,1%",149.33868915659642,151.52797226215534,151.72301186984888,2.384322713252459,7.751696413043643,151.77177177177177,False,"GST doped with W at 1%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Al at 1%. Al (Aluminum): Period 3, Z=13, M=26.98, Block p, Ox.states [3], Ionic radius: 39.0 pm, charge=3, coord=IV, EN: 1.61 (resistance)"
GST,"W,Al","1%,4%",149.3395854337551,151.52887879677928,151.72319317677366,2.3836077430185583,7.691228060764701,151.77177177177177,False,"GST doped with W at 1%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Al at 4%. Al (Aluminum): Period 3, Z=13, M=26.98, Block p, Ox.states [3], Ionic radius: 39.0 pm, charge=3, coord=IV, EN: 1.61 (resistance)"
GST,"W,Al","2%,3%",149.34126913819046,151.53247966649775,151.72391335071734,2.382644212526884,7.451545339015929,151.77177177177177,False,"GST doped with W at 2%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Al at 3%. Al (Aluminum): Period 3, Z=13, M=26.98, Block p, Ox.states [3], Ionic radius: 39.0 pm, charge=3, coord=IV, EN: 1.61 (resistance)"
GST,"W,Al","3%,2%",128.88370568289,179.2603774292223,179.4676911014605,50.58398541857051,7.421324077111347,179.0990990990991,False,"GST doped with W at 3%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Al at 2%. Al (Aluminum): Period 3, Z=13, M=26.98, Block p, Ox.states [3], Ionic radius: 39.0 pm, charge=3, coord=IV, EN: 1.61 (resistance)"
GST,"W,Al","4%,1%",149.3612177505031,156.52502059288332,156.75845757203058,7.397239821527478,6.037961457631226,156.3963963963964,True,"GST doped with W at 4%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and Al at 1%. Al (Aluminum): Period 3, Z=13, M=26.98, Block p, Ox.states [3], Ionic radius: 39.0 pm, charge=3, coord=IV, EN: 1.61 (resistance)"
GST,"W,C","1%,1%",147.45092076225626,151.52751252962815,151.72291992334343,4.271999161087166,7.098256185468231,151.77177177177177,False,"GST doped with W at 1%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and C at 1%. C (Carbon): Period 2, Z=6, M=12.01, Block p, Ox.states [-4,4], Ionic radius: -8.0 pm, charge=4, coord=III, EN: 2.55 (resistance)"
GST,"W,C","1%,4%",147.01581114048096,151.52875012435132,151.72316744228806,4.707356301807096,7.075674699445133,151.77177177177177,False,"GST doped with W at 1%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and C at 4%. C (Carbon): Period 2, Z=6, M=12.01, Block p, Ox.states [-4,4], Ionic radius: -8.0 pm, charge=4, coord=III, EN: 2.55 (resistance)"
GST,"W,C","2%,3%",147.44915010582113,151.53155778281996,151.7237289739818,4.27457886816066,8.4007973756663,151.77177177177177,False,"GST doped with W at 2%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and C at 3%. C (Carbon): Period 2, Z=6, M=12.01, Block p, Ox.states [-4,4], Ionic radius: -8.0 pm, charge=4, coord=III, EN: 2.55 (resistance)"
GST,"W,C","3%,2%",135.58724885651705,181.78651227120113,181.99093608787427,46.403687231357225,7.565279329631821,182.04204204204206,False,"GST doped with W at 3%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and C at 2%. C (Carbon): Period 2, Z=6, M=12.01, Block p, Ox.states [-4,4], Ionic radius: -8.0 pm, charge=4, coord=III, EN: 2.55 (resistance)"
GST,"W,C","4%,1%",140.33471211538966,333.56307457535036,333.76366596612155,193.4289538507319,6.384371007596599,332.13213213213214,False,"GST doped with W at 4%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and C at 1%. C (Carbon): Period 2, Z=6, M=12.01, Block p, Ox.states [-4,4], Ionic radius: -8.0 pm, charge=4, coord=III, EN: 2.55 (resistance)"
GST,"W,N","1%,1%",94.91939088478098,152.409792734349,153.78618154755884,58.86679066277786,5.941041476759155,153.8738738738739,False,"GST doped with W at 1%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and N at 1%. N (Nitrogen): Period 2, Z=7, M=14.01, Block p, Ox.states [-3,3,5], Ionic radius: 146.0 pm, charge=-3, coord=IV, EN: 3.04 (resistance)"
GST,"W,N","1%,4%",95.00323277988488,153.60619190214408,154.62660173613364,59.623368956248754,6.096778127608427,154.2942942942943,False,"GST doped with W at 1%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and N at 4%. N (Nitrogen): Period 2, Z=7, M=14.01, Block p, Ox.states [-3,3,5], Ionic radius: 146.0 pm, charge=-3, coord=IV, EN: 3.04 (resistance)"
GST,"W,N","2%,3%",93.26632457838802,153.65550655653462,154.9888638168046,61.72253923841659,6.156136126553209,154.71471471471472,False,"GST doped with W at 2%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and N at 3%. N (Nitrogen): Period 2, Z=7, M=14.01, Block p, Ox.states [-3,3,5], Ionic radius: 146.0 pm, charge=-3, coord=IV, EN: 3.04 (resistance)"
GST,"W,N","3%,2%",83.21773563418463,179.9701729777131,183.56504234546642,100.34730671128179,7.468344769265034,183.72372372372374,False,"GST doped with W at 3%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and N at 2%. N (Nitrogen): Period 2, Z=7, M=14.01, Block p, Ox.states [-3,3,5], Ionic radius: 146.0 pm, charge=-3, coord=IV, EN: 3.04 (resistance)"
GST,"W,N","4%,1%",185.76407995224028,331.86714692424107,332.07913509055436,146.31505513831408,9.301248778951143,330.03003003003005,False,"GST doped with W at 4%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and N at 1%. N (Nitrogen): Period 2, Z=7, M=14.01, Block p, Ox.states [-3,3,5], Ionic radius: 146.0 pm, charge=-3, coord=IV, EN: 3.04 (resistance)"
GST,"W,O","1%,1%",85.87515905221275,150.3589977534231,151.69289060771393,65.81773155550118,6.854004406805174,151.77177177177177,False,"GST doped with W at 1%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and O at 1%. O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"W,O","2%,3%",84.52226128402289,150.39286793151132,151.69802198285262,67.17576069882973,6.679821134579174,151.77177177177177,False,"GST doped with W at 2%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and O at 3%. O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
GST,"W,O","3%,2%",84.61010077752202,178.46128039559716,178.9787660234575,94.36866524593547,6.563003951833842,178.6786786786787,False,"GST doped with W at 3%. W (Tungsten): Period 6, Z=74, M=183.84, Block d, Ox.states [4,6], Ionic radius: 42.0 pm, charge=6, coord=IV, EN: 1.7 and O at 2%. O (Oxygen): Period 2, Z=8, M=16.00, Block p, Ox.states [-2], Ionic radius: 135.0 pm, charge=-2, coord=II, EN: 3.44 (resistance)"
